id,apelido,clube,posicao,ultima_pontuacao,status,FD,G,CA,FC,FS,DD,GS,PP,SG,CV,FT,A,PE,RB,DP,I,FF,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
73515,Gabriel,Flamengo,Atacante,0,Contundido,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,,,,6,3.51,3.51,3.51,3.51,3.51,3.51,3.51,3.51,,,
73513,Maranhão,Fluminense,Atacante,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,2.23,2.23,2.23,2.23,2.23,2.23,2.23,,,
73384,Samuel Xavier,Sport,Lateral,3.2,Provável,8,0,0,7,2,4,0,1,1,0,0,0,0,33,0,1,0,-4.9,-1.1,0,0,5.5,2.6,5.2,2,3.2,,,,2.19,0.73,0.73,0.73,1.61,1.53,2.39,2.11,2.51,,,
73619,Wellington Nem,São Paulo,Atacante,-2.8,Nulo,6,0,0,2,0,4,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,1.4,8,2.1,0.5,-2.8,,,,10,10,10,10,7.99,9.51,8.64,8.25,7.38,,,
77529,Leandro Silva,Avaí,Lateral,-1,Dúvida,8,0,1,11,1,11,0,1,3,0,0,4,0,49,1,1,0,7,-0.5,-4.1,0,2.1,4.7,-4.1,6.7,-1,,,,9.2,8.55,6.47,6.47,6.71,7.37,5.51,7.45,6.16,,,
73635,Rildo,Coritiba,Atacante,6.1,Provável,18,0,0,8,0,7,0,1,1,0,1,1,0,13,0,1,0,0,0,9,4.5,-1.8,3.1,1.7,-0.2,6.1,,,,6,6,7.59,7.74,6.35,7.13,6.89,6.45,7.7,,,
73540,Rogério,Sport,Atacante,0,Contundido,9,0,0,2,0,1,0,0,4,0,0,1,0,18,0,0,0,2.6,1.5,2,0.5,0,0.5,-0.4,0,0,,,,8.21,7.41,7.32,6.93,6.93,6.42,6.02,6.02,6.02,,,
73517,Douglas Pires,Bahia,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,4,4,4,4,4,4,4,4,,,
77551,Thomás,Sport,Meia,0,Contundido,9,0,0,4,0,6,0,0,1,0,1,1,0,7,0,1,0,,,0,3.7,8.5,-0.9,2.5,1.6,0,,,,,,6,6.28,8.44,6.86,7.33,7.18,7.18,,,
77544,Jorginho,Atlético-GO,Meia,0,Provável,16,0,0,12,0,13,0,1,1,0,1,2,0,33,0,1,0,1,1.1,0.1,5.2,5.8,-2,9.4,-0.7,0,,,,5.66,4.91,4.39,5.73,6.43,4.98,7.32,5.74,5.74,,,
78077,Madson,Vasco,Lateral,-0.3,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3,,,,4,4,4,4,4,4,4,4,3.02,,,
77959,Copete,Santos,Atacante,15.8,Provável,5,0,0,4,0,9,0,2,2,0,2,2,0,27,0,3,0,0,-3.4,-0.1,-1.7,0,2.2,-3.1,0.9,15.8,,,,10,5.81,5.18,4.29,4.29,4.55,3.34,3.85,7.15,,,
77777,João Schmidt ,São Paulo,Meia,0,Contundido,2,0,0,3,0,2,0,0,0,0,0,0,0,7,0,0,0,1.7,-0.3,0,0,1.6,0,0,0,0,,,,5.45,4.35,4.35,4.35,4.13,4.13,4.13,4.13,4.13,,,
77556,Bruno Brígido,Coritiba,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,5,5,5,5,5,5,5,5,,,
78371,Miller Bolaños,Grêmio,Atacante,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,14,14,14,14,14,14,14,14,14,,,
78248,Gustavo Henrique,Santos,Zagueiro,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,,,
78117,Everaldo,Atlético-GO,Atacante,-1.1,Provável,14,0,0,2,0,12,0,0,9,0,4,8,1,23,1,2,1,4.9,-0.3,-0.4,4.6,18.8,0.6,21.1,-0.1,-1.1,,,,6.3,5.9,5.32,6.51,10.79,8.28,13.01,9.91,9.5,,,
77967,Mena,Sport,Lateral,0,Nulo,1,0,1,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,-6.7,0,0,0,0,0,0,,,,7,7,2.88,2.88,2.88,2.88,2.88,2.88,2.88,,,
37655,Rafael Moura,Atlético-MG,Atacante,0,Provável,6,0,0,2,0,11,0,0,3,0,2,5,0,6,0,4,1,-1,0.9,8.2,-0.3,0,0,5.5,9.8,0,,,,4.95,3.72,6.06,4.9,4.68,4.68,5.69,7.08,7.08,,,
78407,Douglas Grolli,Chapecoense,Zagueiro,-2.9,Provável,0,0,0,0,1,4,0,0,0,0,1,0,0,5,0,1,0,0,0,0,11.9,0,0,0,0,-2.9,,,,7,7,7,8.98,8.98,8.98,8.98,8.98,6.53,,,
73649,Lucas Pratto,São Paulo,Atacante,-2.2,Provável,5,0,0,4,0,13,0,1,8,0,3,16,0,30,2,1,0,-2.4,8.7,16.1,1.5,17.7,2.1,0.9,2.1,-2.2,,,,13.86,13.24,16.93,15.09,19,16.71,16.09,16.07,14.97,,,
73721,Marcos Vinícius,Botafogo,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,,,
78445,Renê,Flamengo,Lateral,0,Nulo,7,0,0,9,1,7,0,0,0,0,0,1,0,17,0,0,0,1.7,0,3.6,0,3.2,-0.5,7.9,0,0,,,,5.45,5.45,5.65,5.65,5.74,5.01,6.79,6.79,6.79,,,
78497,Arnaldo,Botafogo,Lateral,1.7,Provável,10,0,0,16,4,14,0,1,0,0,0,0,0,20,1,0,0,0,7.2,4.9,10.3,0.9,5.8,0.8,10.6,1.7,,,,3,5.35,6.24,8.71,7.41,8.54,7.72,9.89,8.65,,,
78086,César,Flamengo,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,3,3,3,3,3,3,,,
73800,Rodrigo Caio,São Paulo,Zagueiro,5.6,Provável,3,0,0,11,2,6,0,3,0,0,0,0,0,14,0,0,0,-0.4,7.3,4.1,0.4,0,0,0,0,5.6,,,,10.33,10.63,10.6,9.84,9.84,9.84,9.84,9.84,9.82,,,
78464,Fábio Braga,Ponte Preta,Meia,0,Nulo,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1.7,-2.6,0,0,0,0,,,,3,3,3,2.81,1.74,1.74,1.74,1.74,1.74,,,
78495,Marcos,Atlético-GO,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,,,
78548,Jean Mota,Santos,Meia,1.1,Provável,9,0,0,8,0,3,0,0,3,0,0,3,0,22,1,0,0,-0.7,0,1.1,0,-1.2,7.7,9,3.1,1.1,,,,3.04,2.02,2.13,2.13,1.49,3.53,4.59,4.01,3.76,,,
73869,Lennon,Cruzeiro,Lateral,-2.4,Nulo,1,0,0,2,1,4,0,1,0,0,0,0,0,11,0,0,0,4.7,0,0,-0.7,0,0,0,0,-2.4,,,,6.15,6.15,6.15,5.2,5.2,5.2,5.2,5.2,4.03,,,
73876,Jomar,Vasco,Zagueiro,0,Nulo,2,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,-1.6,0,0,0,0,0,0,0,0,,,,2.4,2.4,2.4,2.4,2.4,1.67,1.67,1.67,1.67,,,
73991,Walisson Maia,Coritiba,Zagueiro,0,Nulo,0,0,0,1,1,1,0,0,1,0,0,0,0,3,0,0,0,1.3,0,0,0,5,0,0,0,0,,,,5.87,4.67,4.67,4.67,5.31,5.31,5.31,5.31,5.31,,,
74060,Luiz Antonio ,Chapecoense,Meia,0.2,Provável,2,0,0,5,0,11,0,1,6,0,2,2,0,19,1,1,1,0.1,8.4,5.2,6.7,8.2,-2.2,0.1,1,0.2,,,,6.44,8.41,9.02,10.22,11.21,9.27,9.27,9.26,8.99,,,
78578,Paulinho,Vitória,Atacante,0,Nulo,2,0,0,2,0,6,0,3,4,0,0,5,0,22,0,1,1,2.7,1.9,-0.7,-2.1,0.5,-3,0,0,0,,,,6.15,6.11,5.23,4.41,4.52,3.51,3.51,3.51,3.51,,,
73896,Geuvânio,Flamengo,Atacante,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,12,,,
73974,Alison,Santos,Meia,2,Nulo,2,0,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,,,,0,0,2.2,0,0,2,,,,,,,4,4,3.84,3.84,3.84,3.75,,,
73978,René,Vitória,Zagueiro,0,Nulo,3,0,0,3,2,8,0,1,0,0,0,0,0,8,0,0,0,1,0,0,2.6,0,4.6,0,0,0,,,,1.41,1.41,1.41,2.02,2.02,2.8,2.8,2.15,2.15,,,
78584,Douglas Friedrich,Avaí,Goleiro,0,Dúvida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,4,4,4,4,4,4,4,4,,,
73992,Rodinei,Flamengo,Lateral,-1.1,Provável,3,0,0,6,2,8,0,1,2,0,1,1,0,7,1,1,0,0,13,0,0,0,0,11,5.9,-1.1,,,,7,10.81,9.21,9.21,9.21,9.21,10.73,10.37,9.12,,,
78632,Bryan,Cruzeiro,Lateral,0.3,Nulo,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.3,,,,5,5,5,5,5,5,5,5,3.93,,,
74061,Gatito Fernández,Botafogo,Goleiro,-1.5,Provável,2,16,0,0,4,0,0,1,0,7,0,0,0,3,0,0,0,11,11,19.7,8.5,0,2,-4.3,5.7,-1.5,,,,16.27,19.92,24.69,24.47,24.47,22.4,20.34,21.72,20.16,,,
74081,Guilherme Costa,Vasco,Meia,0,Nulo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,,,,7,7,7,5.5,5.5,5.5,5.5,5.5,5.5,,,
78605,Gabriel,Corinthians,Meia,-2.2,Suspenso,8,0,1,18,0,15,0,2,1,0,1,0,0,15,0,0,0,-0.9,7.1,2.5,4.3,-3,10.6,8,-3.8,-2.2,,,,6.44,7.55,7.31,8.07,6.35,9.18,9.43,7.28,7.16,,,
74075,Wallace Oliveira,Grêmio,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,5,5,5,5,5,5,5,5,,,
78715,Ramiro,Grêmio,Meia,0,Provável,12,0,0,10,0,13,0,3,1,0,3,7,0,29,2,1,0,17,3.5,0,2,7.7,-1.8,2,10.8,0,,,,16.98,18.9,18.9,17.69,18.63,16.54,16.65,18.45,18.45,,,
78839,Gabriel Gasparotto,Santos,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,2,2,2,2,2,2,,,
78840,Pedro Castro,Avaí,Meia,3.8,Nulo,6,0,0,2,0,5,0,1,0,0,0,0,0,5,0,0,0,,,,,0,-3.6,-0.3,0.5,3.8,,,,,,,,2,0.76,0.76,0.77,1.46,,,
74083,Adryan ,Flamengo,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,2,2,2,2,2,2,,,
78968,Leandro Pereira,Sport,Atacante,0,Nulo,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2,0,2.4,0,,,,7,7,7,7,7,5.91,5.91,5.86,5.86,,,
78850,Reinaldo,Chapecoense,Lateral,0.2,Provável,6,0,0,12,3,9,0,1,1,0,2,3,0,47,0,0,0,2.1,4.3,15.8,8.2,9,-4.2,0.8,0.7,0.2,,,,8.56,8.75,13.2,13.67,14.57,11.92,12.25,12.02,11.72,,,
74140,Élber,Cruzeiro,Meia,4.4,Nulo,2,0,0,2,0,0,0,0,1,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,3.5,4.4,,,,5,5,5,5,3.8,3.8,3.8,4.25,4.66,,,
79041,Thomaz,São Paulo,Meia,0,Nulo,7,0,0,8,0,9,0,1,1,0,1,2,0,5,1,2,0,1.9,1.2,1.9,2.2,14.6,-1,2.7,0,0,,,,2.76,3.1,3.46,3.81,7.37,5.1,5.72,5.72,5.72,,,
78856,Marcão Silva,Atlético-GO,Meia,5.7,Provável,5,0,0,22,0,15,0,4,0,0,0,2,0,19,0,0,0,4.8,1.7,6.3,0.3,3,0,0,-1.7,5.7,,,,4.81,5.66,7.38,6.59,7.07,6.45,6.45,5.71,7.1,,,
78897,Naldo,Ponte Preta,Meia,0,Nulo,4,0,0,9,0,5,0,0,0,0,1,1,0,10,0,0,0,6.4,0,3.2,0,0,6,4.9,0,0,,,,5.94,5.94,6.81,6.81,6.81,7.44,7.59,7.59,7.59,,,
78855,Thiago Santos,Palmeiras,Meia,0,Contundido,10,0,0,19,0,18,0,2,0,0,0,1,0,16,0,1,0,0,3.8,0,-0.6,-1.6,1.8,11.1,5.2,0,,,,5,5.32,5.32,4.38,3.76,4.25,6.53,6.1,6.1,,,
78994,Eduardo Henrique,Atlético-PR,Meia,0,Nulo,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.3,0,0,0,0,0,0,0,0,,,,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,,,
79035,Luiz Felipe,Santos,Zagueiro,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,5,5,5,5,5,5,5,5,,,
78991,Moisés Ribeiro,Chapecoense,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,4,4,4,4,4,4,4,4,,,
79193,Abuda,Atlético-GO,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,,,
62047,Jean,Palmeiras,Lateral,8.1,Provável,6,0,0,5,2,3,0,0,2,0,1,5,1,19,0,1,0,15.2,0,-2.4,0,0,0.8,0.4,1.7,8.1,,,,19.24,19.24,16.51,16.51,16.51,14.95,14.38,14.33,15.59,,,
79042,Tiago ,Bahia,Zagueiro,1.8,Provável,10,0,0,10,3,16,0,1,1,0,1,0,0,25,0,5,0,8.1,3.1,-0.6,2.6,4.4,-1.2,7.2,0.6,1.8,,,,9.97,11.01,9.83,10.26,10.62,9.38,10.93,9.84,9.96,,,
79066,Alex Muralha,Flamengo,Goleiro,0,Nulo,3,4,0,0,2,1,0,0,0,4,0,0,0,5,0,0,0,-2,4.7,4.7,8.2,-2.1,0,0,0,0,,,,2.12,3.02,4.08,5.98,4.22,4.22,4.22,4.22,4.22,,,
62104,Robinho,Cruzeiro,Meia,0,Provável,2,0,0,6,0,4,0,2,2,0,1,4,0,25,0,0,0,0,0,0,-1.3,3.6,0,0,8.2,0,,,,12,12,12,8.77,9.34,8.5,8.5,9.86,9.86,,,
79334,Ricardo Silva,Atlético-GO,Zagueiro,0,Nulo,1,0,0,5,0,8,0,1,0,0,0,2,0,11,0,0,0,0.8,0.8,-1.3,0.8,0,0,0,0,0,,,,4.1,3.58,2.73,2.94,2.94,2.94,2.94,2.94,2.94,,,
79437,Roger Machado ,Atlético-MG,Técnico,3.23,Provável,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,2.29,4.83,4.67,5.25,1.14,1.57,1.4,3.23,,,,11.91,10.24,10.74,11.17,11.48,10.7,10.55,10.4,10.71,,,
78478,Willian Arão,Flamengo,Meia,7.8,Provável,7,0,0,13,0,9,0,0,3,0,0,0,0,29,1,0,0,3.6,5.2,0,1.3,0.3,1.6,0,0.6,7.8,,,,9.62,10.36,9.19,9.17,8.6,8.64,8.64,8.1,9.58,,,
62069,Maikon Leite,Bahia,Atacante,0,Nulo,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,,,,3.54,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,,,
62086,Pará,Flamengo,Lateral,0,Nulo,4,0,0,2,3,9,0,0,0,0,0,1,0,16,1,0,0,0.2,4.7,3.7,4,1.1,-1.4,4.5,0,0,,,,9.34,8.94,9.06,9.5,8.84,8.02,8.98,8.98,8.98,,,
37656,Fábio,Cruzeiro,Goleiro,-2.3,Provável,0,13,0,0,3,1,0,0,0,9,0,0,0,4,0,0,0,4.7,3.5,8,2,4,4.4,4,6,-2.3,,,,11.81,11.53,13.1,12.36,12.59,12.76,12.71,13.26,11.66,,,
94288,Lima,Chapecoense,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,,,
94336,Mateus Norton,Fluminense,Meia,0.2,Suspenso,1,0,0,3,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-2.8,-0.8,0.2,,,,1,1,1,1,1,1,0.76,0.77,0.77,,,
37657,Edu Dracena,Palmeiras,Zagueiro,5.4,Dúvida,8,0,0,5,3,7,0,0,1,0,0,0,0,3,0,1,0,5.5,0,0,6.2,0,5.4,1.1,0,5.4,,,,9.55,9.55,9.55,10.03,10.03,10.01,9.23,9.23,9.9,,,
94445,Juninho,Sport,Atacante,0,Nulo,2,0,0,0,0,3,0,0,0,0,0,1,0,7,0,1,0,-1.4,-0.5,0,0,0,0,-0.5,0,0,,,,1.84,0.73,0.73,0.73,0.73,0.73,0.76,0.76,0.77,,,
37662,Jonathan,Atlético-PR,Lateral,6.2,Suspenso,8,0,0,10,3,4,0,2,0,0,0,2,0,20,0,0,0,2.5,-0.4,0.4,5.8,0,-0.8,4.2,7.5,6.2,,,,8.13,6.49,6,7.4,7.4,6.05,6.94,7.93,8.14,,,
94509,Raphael Veiga,Palmeiras,Meia,0.5,Dúvida,5,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,1.4,0,0,1.4,0,0.5,0,0.5,,,,7,5.73,5.73,5.73,5.16,5.16,4.75,4.75,4.58,,,
37663,Julio Cesar,Vasco,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,3,3,3,3,3,3,,,
62121,Vanderlei,Santos,Goleiro,14.5,Provável,1,23,0,0,6,0,1,0,0,6,0,0,0,3,0,0,0,-3,26.7,1,-1,7.7,10.7,26,11,14.5,,,,9.2,17.54,15.01,14.1,15.62,16.84,21.15,19.76,21.13,,,
94765,Léo Principe,Corinthians,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,3,3,3,3,3,3,,,
37688,Cícero,São Paulo,Meia,-0.5,Provável,7,0,0,1,0,11,0,2,0,0,0,3,0,12,0,2,0,0,2.1,-1.1,-0.6,-0.6,-3.2,-3.1,0.2,-0.5,,,,11,8.95,7.46,6.95,6.42,5.4,4.83,5.14,4.87,,,
37673,Alecsandro,Coritiba,Atacante,-2.2,Provável,2,0,0,3,0,7,0,0,1,0,0,1,1,11,0,2,0,0,-3.3,0,0,0,2.6,-0.5,-0.1,-2.2,,,,8,4.4,4.4,4.4,4.4,4.24,3.62,3.55,2.99,,,
37674,Wagner,Vasco,Meia,0,Nulo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.8,0,0,0,0,0,0,0,,,,8,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,,,
62128,Walter,Atlético-GO,Atacante,0,Nulo,10,0,0,1,0,8,0,1,3,0,1,4,0,23,0,2,0,10.5,-2.3,-0.4,-0.3,-1,0,0,0.1,0,,,,11.67,10.58,9.77,9.25,8.49,8.49,8.49,7.84,7.84,,,
94583,Pedro,Fluminense,Atacante,0,Nulo,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.8,0,0,,,,5,5,5,5,5,5,4.25,4.25,4.25,,,
62129,Wellington,Vasco,Meia,0,Nulo,3,0,0,1,0,10,0,1,0,0,0,0,0,10,0,0,0,0,0,0,-4.6,0,-0.9,-1.4,0.1,0,,,,3,3,3,0.89,0.89,0.95,0.76,0.86,0.86,,,
94857,Jonathan Gómez,São Paulo,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,,,,,,,,,,,6,6,,,
62130,William Matheus,Coritiba,Lateral,0.9,Provável,20,0,0,10,4,10,0,3,4,0,0,1,0,25,0,1,0,1.1,5.7,4.3,2.6,6.7,2.4,0,9,0.9,,,,5.02,6.49,7.13,7.24,8.43,7.93,7.93,9.32,8.12,,,
94854,César,Atlético-MG,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,,,
37701,Léo Moura,Grêmio,Lateral,0,Contundido,6,0,0,5,3,2,0,0,1,0,0,2,0,11,0,1,0,4.3,5.2,0,8.9,5.7,0,0,0,0,,,,9.41,10.41,10.41,11.87,11.81,11.81,11.81,11.81,11.81,,,
37694,Henrique,Cruzeiro,Meia,0,Nulo,4,0,1,6,0,6,0,2,0,0,0,1,0,13,0,0,0,0.5,0.1,0.3,3.5,-5.5,0,-1.9,0,0,,,,8.13,6.13,5.53,6.25,3.98,3.98,3.77,3.77,3.77,,,
62974,Werley,Coritiba,Zagueiro,2.1,Provável,1,0,0,10,5,3,0,0,0,0,0,2,0,25,0,0,0,3.5,-0.6,4.1,8.1,7.8,1.4,6.2,2.3,2.1,,,,6.01,5.15,6.15,7.95,8.78,7.89,8.94,8.45,8.44,,,
37705,Juan,Avaí,Meia,1.2,Provável,13,0,0,5,0,11,0,2,2,0,1,4,0,21,0,0,0,,,0,-2,1.4,2.2,6.3,2.9,1.2,,,,,,6,3.67,3.77,4,5.25,5.03,4.81,,,
94894,Capixaba,Atlético-MG,Atacante,0,Nulo,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,,0,0,0,0,0.4,0,0,0,,,,,1,1,1,1,0.87,0.87,0.87,0.87,,,
63000,Victor Ramos,Chapecoense,Zagueiro,7.3,Dúvida,2,0,0,8,3,12,0,1,2,0,1,3,0,20,0,0,0,1.2,8.9,5,2.4,0.8,1.9,-0.3,0.5,7.3,,,,5.09,7.97,8.6,8.56,8.1,8.2,7.61,7.58,8.98,,,
62997,João Paulo,Avaí,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,4,4,4,4,4,4,4,4,,,
94885,Léo,Avaí,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,,,
94930,Lucas Paquetá,Flamengo,Meia,0,Nulo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.8,0,0,0,0,0,0,,,,3,3,1.96,1.96,1.96,1.96,1.96,1.96,1.96,,,
37770,Marcelo Grohe,Grêmio,Goleiro,5,Provável,0,1,1,0,6,0,0,1,0,6,0,0,0,1,0,0,0,4.7,0,0,5,-8,5,5,-3,5,,,,11.81,10,10,10.35,7.01,8.96,9.18,7.59,8.94,,,
94931,Lucas Fernandes,São Paulo,Meia,0,Nulo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,,,,4,4,4,4,4,4,3.58,3.58,3.58,,,
63013,Marcos Rocha,Atlético-MG,Lateral,0,Contundido,3,0,0,4,0,5,0,0,0,0,0,1,0,16,1,0,0,0,-0.9,7.6,0,0,0,0,0,0,,,,14,9.83,11.33,11.33,11.33,11.33,11.33,11.33,11.33,,,
38021,Wendel,Ponte Preta,Meia,0,Nulo,8,0,0,2,0,5,0,1,0,0,0,2,0,3,1,1,0,-0.1,-0.5,6.9,-2,0.9,2.7,0,0,0,,,,5.59,3.83,5.79,4.22,4.47,4.87,4.87,4.3,4.3,,,
37798,Rafael Sobis,Cruzeiro,Atacante,-1.1,Provável,2,0,0,0,0,4,0,1,2,0,1,4,0,4,1,0,0,0,0,0,0,0,0,2.4,12.3,-1.1,,,,13,13,13,13,13,13,10.5,12.72,10.53,,,
63058,Willian Farias,Vitória,Meia,7.9,Provável,3,0,0,23,0,12,0,3,0,0,0,2,0,24,0,0,1,4.4,1.4,5.3,0,-0.7,3.9,0,4.1,7.9,,,,8.77,8.3,9.35,9.35,7.96,8.73,8.73,8.75,9.77,,,
94962,Lucão,Cruzeiro,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,,,
63110,Alan Ruschel,Chapecoense,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,3,3,3,3,3,3,,,
94966,Deijair ,Bahia,Goleiro,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,,,
37792,Edinho,Coritiba,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.3,0,0,0,,,,6,6,6,6,6,4.51,4.51,4.51,4.51,,,
37840,Gustavo,Avaí,Zagueiro,0,Provável,2,0,0,1,0,2,0,1,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,-3.9,2.1,0,,,,6,6,6,6,6,6,3.64,4.53,4.14,,,
63128,Douglas,São Paulo,Zagueiro,0,Nulo,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0,0,0,,,,4,4,4,4,4,3.28,3.28,3.28,3.28,,,
63177,Júnior Viçosa,Atlético-GO,Atacante,2,Nulo,4,0,0,0,0,2,0,0,4,0,0,4,0,7,0,4,0,1.2,0.5,0.6,-0.4,0.9,-1.1,0,0,2,,,,5.8,4.81,4.5,4.08,4.13,3.57,3.57,3.57,3.85,,,
37718,Arouca,Palmeiras,Meia,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,,,
94971,Luís Fernando,Bahia,Meia,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,3,3,3,3,3,3,,,
63158,Moisés,Palmeiras,Meia,0,Contundido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,10,10,10,10,10,10,10,10,10,,,
94968,Juninho Capixaba,Bahia,Lateral,0,Nulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,2,2,2,2,2,2,,,
